Unnamed: 0,timestamp,location,price,last4ccnum,Time,Lat,Lon,Probable_cars,LastName,FirstName,CarID,CurrentEmploymentType,CurrentEmploymentTitle,LoyaltyCard
0,01/06/2014 07:28,Brew've Been Served,11.34,4795,2014-01-06 07:28:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8566
1,01/06/2014 07:35,Brew've Been Served,8.33,6816,2014-01-06 07:35:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8148
2,01/07/2014 07:27,Brew've Been Served,5.08,7384,2014-01-07 07:27:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L3800
3,01/07/2014 07:31,Brew've Been Served,12.74,5368,2014-01-07 07:31:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2247
4,01/07/2014 07:33,Brew've Been Served,7.09,4795,2014-01-07 07:33:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8566
5,01/08/2014 07:55,Brew've Been Served,91.87,3484,2014-01-08 07:55:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2490
6,01/08/2014 07:57,Brew've Been Served,74.88,5368,2014-01-08 07:57:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2247
7,01/08/2014 07:58,Brew've Been Served,8.4,5407,2014-01-08 07:58:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L4034
8,01/08/2014 08:00,Brew've Been Served,32.3,4795,2014-01-08 08:00:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8566
9,01/08/2014 08:01,Brew've Been Served,3.92,8202,2014-01-08 08:01:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2343
10,01/08/2014 08:01,Brew've Been Served,17.13,7819,2014-01-08 08:01:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L5259
11,01/08/2014 08:01,Brew've Been Served,3.42,7384,2014-01-08 08:01:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L3800
12,01/09/2014 07:36,Brew've Been Served,70.71,9683,2014-01-09 07:36:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L7291
13,01/09/2014 07:43,Brew've Been Served,5.43,5368,2014-01-09 07:43:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2247
14,01/09/2014 07:46,Brew've Been Served,4.4,4948,2014-01-09 07:46:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L9406
15,01/09/2014 07:48,Brew've Been Served,5.3,7384,2014-01-09 07:48:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L3800
16,01/09/2014 07:48,Brew've Been Served,34.85,7354,2014-01-09 07:48:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L9254
17,01/09/2014 07:48,Brew've Been Served,5.13,4795,2014-01-09 07:48:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8566
18,01/10/2014 07:35,Brew've Been Served,15.85,6816,2014-01-10 07:35:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8148
19,01/10/2014 07:45,Brew've Been Served,5.01,3484,2014-01-10 07:45:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2490
20,01/10/2014 07:47,Brew've Been Served,44.88,4948,2014-01-10 07:47:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L9406
21,01/10/2014 07:48,Brew've Been Served,13.32,9405,2014-01-10 07:48:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L3259
22,01/10/2014 07:49,Brew've Been Served,89.93,9683,2014-01-10 07:49:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L7291
23,01/10/2014 07:51,Brew've Been Served,12.77,5407,2014-01-10 07:51:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L4034
24,01/10/2014 07:54,Brew've Been Served,83.44,7384,2014-01-10 07:54:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L3800
25,01/10/2014 07:55,Brew've Been Served,85.91,5368,2014-01-10 07:55:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2247
26,01/10/2014 07:56,Brew've Been Served,97.25,4795,2014-01-10 07:56:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8566
27,01/10/2014 07:56,Brew've Been Served,90.72,7354,2014-01-10 07:56:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L9254
28,01/10/2014 08:01,Brew've Been Served,5.89,1286,2014-01-10 08:01:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L3572
29,01/10/2014 08:01,Brew've Been Served,5.31,6901,2014-01-10 08:01:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L9363
30,01/13/2014 07:36,Brew've Been Served,16.39,5368,2014-01-13 07:36:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2247
31,01/13/2014 07:38,Brew've Been Served,8.04,7384,2014-01-13 07:38:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L3800
32,01/13/2014 07:40,Brew've Been Served,8.0,9683,2014-01-13 07:40:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L7291
33,01/13/2014 07:43,Brew've Been Served,24.18,6816,2014-01-13 07:43:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8148
34,01/13/2014 07:43,Brew've Been Served,18.71,4795,2014-01-13 07:43:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8566
35,01/14/2014 07:27,Brew've Been Served,14.67,5368,2014-01-14 07:27:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2247
36,01/14/2014 07:31,Brew've Been Served,4.72,4795,2014-01-14 07:31:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8566
37,01/14/2014 07:35,Brew've Been Served,7.31,7354,2014-01-14 07:35:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L9254
38,01/15/2014 07:40,Brew've Been Served,19.87,9683,2014-01-15 07:40:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L7291
39,01/15/2014 07:45,Brew've Been Served,11.47,9405,2014-01-15 07:45:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L3259
40,01/15/2014 07:48,Brew've Been Served,6.58,7819,2014-01-15 07:48:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L5259
41,01/15/2014 07:49,Brew've Been Served,11.23,1286,2014-01-15 07:49:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L3572
42,01/15/2014 07:50,Brew've Been Served,19.24,7354,2014-01-15 07:50:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L9254
43,01/15/2014 07:57,Brew've Been Served,4.92,4795,2014-01-15 07:57:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8566
44,01/15/2014 07:58,Brew've Been Served,3.14,4948,2014-01-15 07:58:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L9406
45,01/15/2014 07:58,Brew've Been Served,5.75,8411,2014-01-15 07:58:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L6110
46,01/15/2014 07:58,Brew've Been Served,14.06,3484,2014-01-15 07:58:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2490
47,01/15/2014 08:00,Brew've Been Served,8.42,5368,2014-01-15 08:00:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2247
48,01/15/2014 08:01,Brew've Been Served,49.7,4434,2014-01-15 08:01:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L2169
49,01/15/2014 08:02,Brew've Been Served,15.58,3853,2014-01-15 08:02:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L1485
50,01/16/2014 07:50,Brew've Been Served,7.31,7384,2014-01-16 07:50:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L3800
51,01/16/2014 07:52,Brew've Been Served,12.67,1286,2014-01-16 07:52:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L3572
52,01/16/2014 07:53,Brew've Been Served,4.7,4795,2014-01-16 07:53:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8566
53,01/16/2014 07:54,Brew've Been Served,83.84,4948,2014-01-16 07:54:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L9406
54,01/16/2014 07:55,Brew've Been Served,12.83,6816,2014-01-16 07:55:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L8148
55,01/16/2014 07:56,Brew've Been Served,4.33,9683,2014-01-16 07:56:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L7291
56,01/17/2014 07:50,Brew've Been Served,8.07,4948,2014-01-17 07:50:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L9406
57,01/17/2014 07:57,Brew've Been Served,10.52,7354,2014-01-17 07:57:00,36.05412208,24.9012157,34,Vann,Edvard,34,Security,Perimeter Control,L9254
